serie,episode,content,name,time,likes_count,answer_count,sentiment,keywords,categories
safia,4,نتبعها علي جال اسمي 😅😅😅😅,@safiamah-sz5zj,1 month ago,1,0,positive,,Emotional Response
safia,4,عندي Les examen ادعولي نطلع سوماستر,@BibaKHELILI,1 month ago,5,1,neutral,exams,Emotional Response
safia,4,ربي يوفقك😂😂😂,@nesrinenia6952,1 month ago,1,0,positive,,Emotional Response
safia,4,❤❤❤❤🎉🎉🎉😂,@AbdelhakDerrar-f9m,1 month ago,1,0,positive,,Emotional Response
safia,4,فكرتمي بيمى ربي يرحمها كانت كما هيا والله نخار جابت خدامة لدار  نقات دار كامل قبل متحي باه منقولش بلي دار موسخا وكي جات لقاتها عجوزا كبيرة غاضتها قالت ليها تكاي مخلاتهاش تخدم,@teklitamtravelagency8707,1 month ago,77,10,positive,Safiya - mother,Character Analysis
safia,4,😂,@Ab-iz5vi,1 month ago,2,0,positive,,Emotional Response
safia,4,😂😂😂😂😂 ربي يرحمها ويرزقها الجنة,@HakimaBachouche-kq2iq,1 month ago,2,0,positive,mother,Emotional Response
safia,4,الله يرحمها ان شاء الله 🤲🏻🤲🏻🤲🏻,@dalilatayeb8195,1 month ago,2,0,positive,mother,Emotional Response
safia,4,Rabi yarhemha wina3emha inchallah,@minoubehidji,1 month ago,2,0,positive,mother,Emotional Response
safia,4,ربي يرحمها ويجعل مثواها الجنة يارب,@SalmaSalma-ss9rz,4 weeks ago,3,0,positive,mother,Emotional Response
safia,4,ربي يرحمها برحمته الواسعة ويسكنها فسيح جناته   لخير لي دارتوا تلقاه عند عزه وجل 😢😢😢,@aminamin9137,4 weeks ago,3,0,positive,mother,Emotional Response
safia,4,😂😅😅😅😂😂😂😂😅😂😅😂😅😂😅😅😂😅😂😅😂😅😅😂😂😅😅😂😅😅😂😅😅😂😅😂😂😅😂😅😅😅😅😂😅😂😅😅😂😅😅😂😅😅😂😅😂😅😂😅😂😅😅😂😅😅😅😂😅😅😅😂😂😂😅😅😅😅😅,@KhokhaMecerrem,3 weeks ago, ,0,positive,,Emotional Response
safia,4,ههههه ههههه ههههه ههههه ههههه ههههه ههههه ههههه,@akilabaghdadi3496,2 weeks ago, ,0,positive,,Emotional Response
safia,4,ربي يرحمها ويغفر لها ويسكنها فسيح جناته,@AichaBessbelh,13 days ago, ,0,positive,mother,Emotional Response
safia,4,ههههههههه ربي يرحمها ويرحم جميع الموتى,@KenzaDjouama,11 days ago, ,0,positive,mother,Emotional Response
safia,4,المعارك =les batailles 😂,@tinameyer8716,1 month ago,11,0,positive,battles,Emotional Response
safia,4,ههههه صفية تضحك,@HadjerJojo-w1t,1 month ago,1,0,positive,Safiya - character,Character Analysis
safia,4,جيبها من بوركينا فاصو...,@KrazemLeyla,1 month ago,1,0,positive,Burkina Faso,Emotional Response
safia,4,صحة فطوركم جمهورنا العزيز من أي ولاية راكم تابعو فينا 🇩🇿♥,@Chabout_Lydia,1 month ago,2,0,positive,Algeria,Praise for the Series
safia,4,افضل سلسة فكاهية,@TheyShop-m2v,1 month ago,2,0,positive,comedy series,Praise for the Series
safia,4,صفية نية نية,@Aymenbou-u7p,1 month ago, ,0,positive,Safiya - character,Character Analysis
safia,4,افضل سيت كوم 😊 صفية تمثلني 😂😂,@manelbenayad3173,1 month ago,3,0,positive,Safiya - character,Appreciation for Characters
safia,4,صحا فطوركم وفرجة ممتعة للجميع ❤😊,@Gloriesofwarrios,1 month ago,2,0,positive,,Praise for the Series
safia,4,نسخة صلاح وفاتي,@KarimDz-c1f,1 month ago,3,1,positive,Fati,Character Analysis
safia,4,لا علاقة فاتي كانت تتفشش خاطر لاباس بيها  ومعاهم اسراء مولات لسان الطويل 😂,@jaza2iriya,1 month ago,2,0,positive,Fati - Esraa,Character Analysis
safia,4,"الحمد الله الشاشة الجزائرية 🇩🇿 هذا العام تحتل الصدارة  في ترند ببرامجها ومسلسلاتها الجميلة 😍♥
أتقدم بخالص الشكر لجميع الفنانين المشاركين في هذه التحفة  الفنية ❤",@souhila-mallem.Officiell,1 month ago,40,0,positive,Algerian screen - series,Praise for the Series
safia,4,الاخت لي دارتلي ابوني الله يشدلك فميمتك ويجعلك ديما فرحانة ومهنيا يارب العالمين,@cuisinedubonheur_dz9988,1 month ago,21,0,positive,,Emotional Response
safia,4,صفية فورررررر,@NouaouHouaria,1 month ago,4,0,positive,Safiya - character,Character Analysis
safia,4,ليعرف معن قهويين يقول و صح رمضانكم,@Minatouchi-p3k,1 month ago,2,4,positive,coffee,Emotional Response
safia,4,شوفي فلمرايا تفهمي المعنى 😎,@ilyesilyes776,1 month ago, ,0,positive,mirror,Emotional Response
safia,4,"@ilyesilyes776  
شفت و ما فهمتش  كن تفهمني اكثر",@Minatouchi-p3k,1 month ago,1,0,neutral,understanding - explanation,Expectation vs. Reality
safia,4,"@ilyesilyes776  
و انت كتشوف وش تلق انا شفت ما فهمت وال",@Minatouchi-p3k,1 month ago (edited),1,0,neutral,understanding - explanation,Expectation vs. Reality
safia,4, @Minatouchi-p3k  justement lkahwi may3kalch roho tellement chayf ro7o 7aja 😔,@ilyesilyes776,1 month ago,1,0,negative,coffee - character,Character Analysis
safia,4,جات تخدمهم ساعة خدموها 😅😂,@MestelAndel,1 month ago,3,0,humorous,work - hour,Emotional Response
safia,4,جندي من جنود الله,@mohammedbouziane438,1 month ago,1,0,positive,soldier - god,Praise for the Series
safia,4,"الحمد لله الشاشة الجزائرية 🇩🇿 هذا العام تحتل الصدارة في ترند ببرامجها ومسلسلاتها الجميلة ❤🙏
أتقدم بخالص الشكر لجميع الفنانين الذين قدمو أفضل الأعمال الفنية وللجمهور الداعم لهم 💖💖",@Mustapha.laribi.Officiel,1 month ago,11,0,positive,algerian - screen - trend - programs - series,Praise for the Series
safia,4,ياريت جاو ڨاع ناس كيما صفية كون دنيا راهي بخير,@ذكريات-ظ3ز,1 month ago,73,3,positive,people - character - life,Appreciation for Characters
safia,4,كاين  الي ما لقاوش حياتهم كما  صفيه,@Ab-iz5vi,1 month ago,3,0,neutral,people - life - character,Character Analysis
safia,4,حق ربي أنا هدارتها وتتي عبد قادر,@fifilabrunes7135,1 month ago, ,0,positive,god - character,Appreciation for Characters
safia,4,لوكان جاو قاع الناس كيما صفية راهو عايش المحتال  والباقي يفلسوا ويفيطوا,@nouranymfd1885,1 month ago,3,0,positive,people - character - life,Appreciation for Characters
safia,4,❤❤,@HANI_MAAMERI_DZ,1 month ago,1,0,positive,,Praise for the Series
safia,4,أكثر ما جذب انتباهي في هذا المسلسل هو اللباس المحتشم الجميل . تحياتي لكل الفنانين المشاركين في هذه التحفة الفنية ولكل طاقم الفني .لقد أبدعتم ❤,@Numidia.Lezoul.Officiel,1 month ago,74,2,positive,clothes - characters - artistic,Praise for the Series
safia,4,"نوميديا هذه انت؟ 
جامى شفت لباس ماشي محتشم فى الافلام الجزائرية واقيلا 
و الفلم هذا كاين غير صفية و راجلها 
!!!",@universal518,1 month ago,5,0,sarcastic,clothes - movies,Criticism of the Ending
safia,4,باينة خاطيها ​ @universal518 ,@jou.25,1 month ago, ,0,neutral,,Expectation vs. Reality
safia,4,أيها المار من هنا صلي على محمد صلى الله عليه و سلم ♥️😊,@MestelAndel,1 month ago,25,1,positive,prophet - prayer,Emotional Response
safia,4,اللهم صل وسلم على سيدنا محمد وعلى اله وصحبه اجمعين,@selmandj3126,1 month ago,1,0,positive,prophet - prayer,Emotional Response
safia,4,صفيه القويه تتقلش شويه 😊مين يتفق معي 😂,@توبة_توكال,1 month ago,4,0,humorous,character - strength,Character Analysis
safia,4,بور كينا فاسو هههههه,@LoloLoloAmar,1 month ago,1,0,humorous,country,Emotional Response
safia,4,ادعولي نجيب معدل 13 دعوة ربعين مستجابة❤,@nabilkhiat5754,1 month ago,44,1,neutral,prayer - score,Emotional Response
safia,4,ان شالله تجيب 17,@adhamk1938,1 month ago,2,0,positive,score,Emotional Response
safia,4,سبحان الله و بحمده سبحان الله العظيم,@MAHREZ.07,1 month ago,4,1,positive,god - praise,Emotional Response
safia,4,سبحان الله وبحمده سبحان الله العظيم,@بياضالثلج-ن7و,1 month ago, ,0,positive,god - praise,Emotional Response
safia,4,صلو على نبي صلى الله عليه و سلم❤,@aymenatrouci,1 month ago,26,1,positive,prophet - prayer,Emotional Response
safia,4,اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه اجمعين,@naimabensalem3466,1 month ago, ,0,positive,prophet - prayer,Emotional Response
safia,4,صفية💃🏻,@fatibekh6913,1 month ago,2,0,positive,character,Appreciation for Characters
safia,4,ادعولي نجيب BEM خوتي ربي يحفضكم,@SifSif-w6n,1 month ago,14,2,neutral,prayer - exam,Emotional Response
safia,4,ان شاء الله تجيب البيام,@benkahlabouabdellah4251,1 month ago (edited),1,0,positive,exam,Emotional Response
safia,4,أنا تاني معاك,@mohammedbouziane438,1 month ago,1,0,neutral,agreement,Emotional Response
safia,4,عدد محبي الرسول صلى الله عليه وسلم ❤❤❤❤🎉,@x_ishake_x,1 month ago,85,4,positive,prophet - love,Emotional Response
safia,4,اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه أجمعين,@ChouroukBouaita,1 month ago,1,0,positive,prophet - prayer,Emotional Response
safia,4,اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه اجمعين,@naimabensalem3466,1 month ago,2,0,positive,prophet - prayer,Emotional Response
safia,4,اللهم صل وسلم وبارك على سيدنا ونبينا وحبيبنا وشفيعنا محمد صلى الله عليه و سلم ♥️♥️♥️♥️♥️♥️,@ChahrourDjaouad,1 month ago, ,0,positive,prophet - prayer,Emotional Response
safia,4,عليه افضل سلام,@ImenHirech-v2h,1 day ago, ,0,positive,prophet - peace,Emotional Response
safia,4,لي كمل لفطور وجا يتفرج يخبط جام ❤😂👍,@LazizLaziz-n1w,1 month ago,13,1,humorous,fasting - watching,Emotional Response
safia,4,Danao💱,@Coconut-o6h,1 month ago, ,0,neutral,currency,Emotional Response
safia,4,قالك شكيت لعمي عماني و شكيت لخالي خلاني وشكيت لبابا حناني قطع لبحور وجاني نحبك بابا 🥰,@lafleurblanche-sm5uw,1 month ago,39,0,positive,love - father,Emotional Response
ayletna,4,حبيت السيتكوم سيرتو لي سيكونس اللي فيهم ريتا ❤,@MajdRami-c2r,1 month ago, ,0,positive,sitcom - sequence - Rita,Praise for the Series - Appreciation for Characters
ayletna,4,Khfiiifaaaa ❤,@dursaffff3743,1 month ago, ,0,positive,,Emotional Response
ayletna,4,😊 bravooo 🎉🎉🎉👌👌,@marwahayla,1 month ago, ,0,positive,,Praise for the Series
ayletna,4,Comme d’habitude 👌🔥🔥🔥🔥🔥,@ll-oneshot-ll,1 month ago,1,0,positive,,Praise for the Series
safia,12,ههههه نحيتولي غمة قلبي,@NaceraDjebli-sj6ul,16 hours ago, ,0,positive,relief,Emotional Response
safia,12,ياربي يديرو الجزء الثاني تهبل ههههه وحدها صفية وحدها,@ferhatiomar7084,2 days ago,1,0,positive,season 2,Demand for More Content
safia,12,شكون جا على جال سامي😂😂,@AyoubMebkhout-l5r,3 days ago, ,0,positive,Sami,Character Analysis
safia,12,زوجوني التيبازية 😂😂😂,@usmamilano6932,8 days ago, ,0,positive,Tibaziya,Character Analysis
safia,12,"ص-ع. للاستثمار الزراعي ههههههههه
قتلتني يالضحك 😅😅😅😅😅",@hakimakima3707,12 days ago,2,0,positive,agricultural investment,Plot Twist
safia,12,Coucou les congolais 🤣🤣,@Lina.Saaid2013,2 weeks ago, ,0,neutral,Congolese,Character Analysis
safia,12,جمال وليد بوقرة 😂😂😂,@sabahsaboha5007,2 weeks ago, ,0,positive,Jamal Boukraa,Appreciation for Characters
safia,12,ربي يرحمها,@IslamTirawiIslam,2 weeks ago, ,0,negative,mercy,Emotional Response
safia,12,جمال طراح 😂😂😂,@AlaaSeddi-eu3ir,2 weeks ago, ,0,positive,Jamal Tarah,Appreciation for Characters
safia,12,😂😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤,@Rsfk1903,3 weeks ago, ,0,positive,love,Emotional Response
safia,12,ادعوا لي ربي يحقق لي ما في قلبي,@MaryamLata,3 weeks ago, ,0,neutral,prayer,Emotional Response
safia,12,موسيقى لعبة الحبار 😂,@dzassil5265,3 weeks ago,1,0,positive,Squid Game music,Plot Twist
safia,12,يرحم بوكم تعواش هاذ الللحن,@HibaMes-h3r,3 weeks ago, ,0,negative,melody,Criticism of the Ending
safia,12,😅😅😅😅😅😅😅😅,@hadjerchek4881,3 weeks ago, ,0,positive,laughter,Emotional Response
safia,12,Le grand akrem djghiem ❤️😂,@ImenKmch,3 weeks ago, ,0,positive,Akrem Djghiem,Appreciation for Characters
safia,12,Kamel Abdat heba mefeqouda 😂😂,@dianadine8731,3 weeks ago,1,0,positive,Kamel Abdat,Appreciation for Characters
safia,12,هذا ماشي سامي؟,@sabaarahabi5977,3 weeks ago, ,0,negative,Sami,Character Analysis
safia,12,سلام عليكم من فضلكم كاين زوج بنات خيات ضربتم تريسيتي تحرقو كامل في هاذا رمضان راهم في حالة حرجة من فضلكم ادعولهم بالشفاء العاجل .,@bestmather2715,3 weeks ago,4,1,neutral,prayer for recovery,Emotional Response
safia,12,اللهم اشفيهم شفاء لا يغادر سقما,@IkramIkram-wg8qd,2 weeks ago, ,0,neutral,prayer for recovery,Emotional Response
safia,12,فهاد الحلقة جبدني زوج خطرات و  جبدلي كامل العائلة الكريمة,@KarimaKarima-l5z,3 weeks ago, ,0,positive,family,Appreciation for Characters
safia,12,حلقة هايلة حتى الممثلين بزاف فور,@CeraBel,3 weeks ago, ,0,positive,episode - actors,Praise for the Series
safia,12,جاي 106😅 راجل صفية 😅,@Just-c4v,3 weeks ago, ,1,positive,Safia,Character Analysis
safia,12,لي مربي وًيلبس سامبل و يمشط شعرو سامبل وًمثقف ولى بهلول و 106 فيً هد الوقت 😢,@YAMINAMANSOUR,3 days ago, ,0,negative,character development,Criticism of the Ending
safia,12,هههههه وحدها وحدها,@IlineMayare,3 weeks ago, ,0,positive,Safia,Character Analysis
safia,12,الملابس  🤢🤮,@JghcguVjdbkdhf,3 weeks ago, ,0,negative,clothes,Criticism of the Ending
safia,12,ههههه صفية هبال,@fellafella2217,3 weeks ago, ,0,positive,Safia,Character Analysis
safia,12,نلتب الله يسلمك يارب 🌄 الله يسلمك يا رب يا حبيبتي يا ام احمد من فيلم تيتانيك الله وبركاته مساء النور يا حبيبتي انا والله العظيم 🎉🎉😮😮,@MoussaouiMoussaoui-w2k,3 weeks ago, ,1,positive,greeting,Emotional Response
